room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
Entire home/apt,250,2,48,3.5,311
Entire home/apt,165,3,1,0.1,9
Private room,120,4,1,0.3,162
Entire home/apt,159,2,1,0.7,365
Entire home/apt,350,2,16,3.1,197
Private room,75,1,24,2.3,348
Entire home/apt,150,2,5,0.3,121
Private room,120,1,18,0.8,364
Private room,100,2,91,4.4,345
Entire home/apt,125,2,4,0.2,0
Entire home/apt,189,3,1,0.3,117
Private room,150,1,0,,125
Private room,116,1,9,0.8,0
Entire home/apt,160,2,57,1,331
Private room,80,4,103,3.9,15
Entire home/apt,140,7,25,0.7,35
Private room,120,2,0,,0
Entire home/apt,299,2,14,0.4,242
Private room,100,2,0,,365
Entire home/apt,395,3,2,0.1,286
Entire home/apt,237,1,6,0.6,212
Entire home/apt,200,20,1,0.1,183
Private room,160,1,6,0.5,331
Entire home/apt,250,3,9,0.6,331
Private room,90,1,3,0.6,323
Entire home/apt,250,4,5,0.2,124
Entire home/apt,325,7,6,0.7,292
Private room,115,1,0,,312
Private room,109,5,22,1.6,286
Entire home/apt,145,2,9,1.8,317
Entire home/apt,145,1,39,2.5,296
Entire home/apt,247,7,0,,123
Entire home/apt,329,3,0,,62
Entire home/apt,149,2,17,1.1,338
Entire home/apt,170,1,0,,118
Entire home/apt,220,1,20,1,267
Private room,130,3,53,3.8,329
Private room,85,2,0,,10
Private room,99,1,26,0.7,268
Entire home/apt,220,5,6,0.7,350
Entire home/apt,130,5,0,,107
Entire home/apt,325,2,13,1,20
Private room,120,1,26,2.1,336
Entire home/apt,165,1,0,,115
Entire home/apt,160,2,1,0.1,123
Entire home/apt,275,2,32,1.4,311
Entire home/apt,300,2,0,,118
Private room,125,1,37,1.5,338
Entire home/apt,185,2,32,2.9,185
Entire home/apt,170,2,13,1.3,266
Entire home/apt,135,4,44,2.6,228
Private room,120,30,0,,27
Entire home/apt,275,1,11,0.7,333
Entire home/apt,175,1,3,0.2,123
Entire home/apt,260,1,251,4.6,275
Entire home/apt,133,1,47,5,57
Entire home/apt,180,1,30,3.2,352
Private room,135,1,23,2,356
Entire home/apt,189,1,7,0.3,209
Entire home/apt,148,1,0,,315
Entire home/apt,140,2,5,0.3,123
Private room,95,2,19,6.6,21
Private room,95,6,3,1.5,349
Entire home/apt,165,1,0,,122
Private room,175,1,2,0.3,248
Entire home/apt,325,2,20,1.5,153
Entire home/apt,169,4,0,,41
Entire home/apt,160,2,2,0.5,196
Private room,115,3,0,,166
Private room,85,1,13,0.9,347
Entire home/apt,275,2,0,,58
Private room,119,2,3,0.2,364
Private room,137,2,36,1.7,163
Entire home/apt,165,3,6,0.3,12
Private room,140,1,8,0.3,364
Private room,150,2,15,0.7,365
Private room,98,4,3,0.4,229
Entire home/apt,160,1,5,0.2,0
Private room,159,3,13,0.8,42
Private room,141,3,38,0.7,84
Entire home/apt,190,2,14,1,7
Private room,189,1,7,0.8,339
Private room,180,30,0,,277
Private room,150,1,0,,365
Entire home/apt,188,3,16,0.9,214
Private room,95,3,25,2.3,147
Entire home/apt,250,5,4,0.3,0
Entire home/apt,185,4,8,0.7,249
Private room,172,3,5,0.5,359
Private room,100,4,25,1,244
Entire home/apt,240,4,5,0.5,236
Entire home/apt,169,2,0,,5
Private room,78,4,3,0.7,131
Private room,79,2,6,3.3,337
Entire home/apt,120,2,0,,246
Private room,125,2,26,1.8,358
Entire home/apt,120,1,12,3.9,121
Entire home/apt,160,9,2,0.8,96
Entire home/apt,280,14,1,0.7,282
Entire home/apt,300,2,18,2.3,277
Entire home/apt,399,3,17,3.7,357
Private room,110,2,40,2.2,275
Entire home/apt,480,1,1,0.1,303
Entire home/apt,210,7,4,0.1,51
Private room,175,1,8,1.1,284
Private room,100,1,10,1.9,63
Entire home/apt,189,2,57,2.3,4
Entire home/apt,445,2,16,2.4,182
Entire home/apt,169,1,23,2.9,297
Entire home/apt,220,3,12,1.5,153
Entire home/apt,174,2,7,5.1,260
Shared room,75,4,58,3.1,261
Entire home/apt,225,3,52,4.1,128
Entire home/apt,195,3,7,4.4,284
Entire home/apt,400,2,5,1.2,348
Private room,130,2,17,0.5,365
Entire home/apt,200,3,6,0.5,28
Entire home/apt,598,14,2,0.3,204
Entire home/apt,180,2,3,1.6,349
Entire home/apt,230,7,0,,18
Entire home/apt,150,2,7,0.4,9
Private room,105,3,18,2,319
Entire home/apt,500,6,4,0.3,365
Entire home/apt,169,2,35,2.2,13
Entire home/apt,150,1,5,0.2,124
Entire home/apt,149,7,0,,15
Entire home/apt,420,4,3,0.3,357
Private room,200,3,0,,263
Private room,115,1,32,1.5,365
Entire home/apt,195,1,31,4.4,343
Shared room,400,1,0,,175
Entire home/apt,200,2,1,0.5,123
Private room,120,1,16,0.5,355
Private room,129,2,17,7.3,236
Entire home/apt,119,3,90,3.2,240
Private room,137,1,64,5,177
Entire home/apt,139,2,16,1.4,122
Entire home/apt,350,2,21,1.2,146
Entire home/apt,375,3,20,1.1,215
Entire home/apt,240,1,12,1,323
Entire home/apt,165,2,13,0.4,3
Private room,129,2,33,7.8,245
Private room,130,3,0,,188
Private room,99,1,3,0.2,126
Private room,117,2,0,,365
Private room,75,1,96,2.7,326
Entire home/apt,149,2,0,,2
Private room,125,3,83,3.2,202
Entire home/apt,145,1,105,5.1,221
Entire home/apt,150,1,28,0.8,134
Private room,100,1,0,,133
Entire home/apt,185,4,8,1.1,65
Private room,140,2,1,0.2,185
Entire home/apt,595,3,7,1.1,241
Entire home/apt,140,3,14,1.1,135
Entire home/apt,300,3,0,,277
Private room,90,2,113,5.1,275
Private room,85,2,1,0.9,185
Private room,125,3,4,0.4,330
Entire home/apt,249,2,11,2.3,245
Private room,175,1,0,,273
Entire home/apt,350,2,3,0.3,0
Entire home/apt,235,2,94,5.3,204
Private room,99,2,8,1.4,141
Entire home/apt,290,2,19,2.6,333
Private room,90,2,0,,61
Private room,89,2,6,1.3,326
Private room,195,1,33,1.7,322
Entire home/apt,200,2,14,0.6,365
Private room,79,7,5,0.2,275
Private room,115,1,1,1,365
Entire home/apt,170,2,4,1,122
Entire home/apt,175,2,1,1,361
Private room,104,3,0,,141
Private room,80,5,4,0.2,292
Entire home/apt,180,1,19,0.7,333
Private room,110,1,61,1.4,358
Entire home/apt,190,3,0,,0
Private room,175,3,0,,359
Entire home/apt,190,2,37,3.1,313
Private room,128,1,72,5.6,160
Private room,136,1,13,2.3,10
Private room,120,1,14,4.4,118
Private room,99,1,14,2.8,333
Private room,177,1,0,,170
Private room,180,1,0,,288
Entire home/apt,225,2,14,0.7,244
Entire home/apt,200,6,8,0.8,263
Private room,70,2,5,4.5,344
Private room,123,1,2,0.3,355
Entire home/apt,135,1,0,,136
Private room,165,2,15,2,310
Private room,95,3,1,1,40
Entire home/apt,143,1,76,4,251
Entire home/apt,380,2,4,0.1,342
Entire home/apt,100,1,3,3,38
Entire home/apt,545,1,5,0.6,0
Private room,250,1,2,0.6,360
Entire home/apt,150,1,3,1.3,70
Entire home/apt,164,2,46,2.4,307
Entire home/apt,139,3,0,,128
Entire home/apt,160,4,1,0.2,123
Private room,109,2,3,0.4,83
Entire home/apt,450,3,0,,14
Private room,141,1,22,8,332
Entire home/apt,220,1,0,,148
Private room,75,1,4,1.3,265
Shared room,105,1,12,0.8,342
Shared room,100,1,0,,365
Private room,85,2,7,4.5,146
Entire home/apt,400,2,17,3.2,296
Entire home/apt,229,2,2,0.1,105
Entire home/apt,120,7,5,0.2,183
Entire home/apt,500,1,0,,319
Entire home/apt,116,50,4,0.3,364
Entire home/apt,420,5,0,,117
Private room,75,2,1,1,35
Entire home/apt,275,2,65,4,266
Private room,135,1,31,1.4,315
Entire home/apt,315,2,0,,5
Entire home/apt,180,1,3,0.1,126
Private room,100,1,24,5.7,66
Entire home/apt,139,1,56,2.6,194
Entire home/apt,150,2,3,0.3,73
Private room,90,1,37,8.2,236
Entire home/apt,145,5,49,3.4,279
Entire home/apt,350,4,19,2.9,91
Entire home/apt,175,4,27,1.2,69
Entire home/apt,575,5,19,0.8,183
Private room,95,2,0,,333
Entire home/apt,232,3,11,1.6,50
Entire home/apt,400,2,19,1.5,21
Private room,120,1,9,0.8,341
Entire home/apt,210,5,15,0.8,26
Private room,75,1,43,3.3,301
Entire home/apt,250,3,44,1.8,232
Entire home/apt,750,3,35,3.8,117
Private room,125,1,29,1.3,81
Private room,144,3,14,0.7,355
Private room,105,1,3,3,71
Entire home/apt,170,1,16,3.5,118
Private room,165,2,3,0.8,348
Private room,115,1,6,1.7,117
Entire home/apt,159,1,87,5.5,286
Entire home/apt,325,3,6,0.4,352
Entire home/apt,94,4,58,3.5,237
Private room,130,2,6,6,351
Entire home/apt,420,3,0,,125
Private room,119,2,2,0.1,365
Private room,155,1,0,,64
Entire home/apt,155,2,13,0.4,184
Private room,129,1,7,1,365
Entire home/apt,550,2,19,0.5,365
Entire home/apt,130,21,47,0.9,293
Shared room,50,5,22,0.8,332
Private room,129,2,33,6.6,64
Entire home/apt,140,2,44,2.3,331
Entire home/apt,250,2,4,0.2,121
Entire home/apt,150,1,6,3.1,244
Private room,125,2,30,1.4,322
Entire home/apt,250,14,1,0.1,245
Private room,130,5,0,,28
Entire home/apt,299,1,46,2.4,25
Private room,115,3,196,3.6,59
Private room,99,3,23,0.8,43
Entire home/apt,195,2,11,0.5,41
Entire home/apt,225,2,0,,5
Entire home/apt,205,1,1,1,22
Entire home/apt,165,4,10,1.9,221
Entire home/apt,300,7,8,1,274
Entire home/apt,180,1,3,0.5,0
Shared room,99,2,0,,365
Entire home/apt,225,3,4,0.4,123
Entire home/apt,129,1,25,2.5,149
Entire home/apt,180,3,16,3.5,1
Entire home/apt,139,1,1,1,144
Entire home/apt,349,4,35,1.1,281
Entire home/apt,500,4,3,0.1,142
Private room,89,1,0,,141
Private room,140,7,5,0.6,120
Private room,180,1,0,,125
Private room,120,1,2,1,275
Entire home/apt,140,21,52,1.1,300
Private room,130,2,70,3.5,293
Private room,89,1,0,,26
Private room,89,1,0,,25
Private room,90,7,22,1.1,275
Entire home/apt,335,3,26,1.4,23
Private room,105,2,5,0.2,358
Entire home/apt,400,2,0,,4
Entire home/apt,249,4,17,0.7,234
Entire home/apt,185,2,7,0.5,212
Entire home/apt,139,1,29,1.4,270
Private room,80,1,0,,72
Entire home/apt,10,4,0,,0
Entire home/apt,99,1,5,0.6,0
Private room,115,3,147,3.5,82
Entire home/apt,649,30,12,1.8,266
Entire home/apt,165,1,19,1.5,349
Entire home/apt,450,5,0,,123
Private room,100,1,0,,140
Entire home/apt,230,2,23,3.1,318
Entire home/apt,395,4,21,0.3,365
Private room,90,3,1,0.4,264
Entire home/apt,350,28,21,1.1,336
Entire home/apt,425,3,21,0.6,75
Entire home/apt,150,3,17,3.7,39
Entire home/apt,160,2,28,0.9,0
Entire home/apt,600,1,0,,116
Entire home/apt,140,1,0,,360
Entire home/apt,175,2,9,1.1,164
Entire home/apt,150,1,1,0.1,219
Private room,112,1,81,3.6,201
Entire home/apt,200,3,23,3.3,157
Entire home/apt,168,3,1,0.3,98
Entire home/apt,125,3,25,1.9,309
Entire home/apt,150,2,32,3.1,259
Private room,85,1,4,0.4,210
Private room,99,1,39,2.9,325
Private room,144,1,0,,333
Entire home/apt,108,1,28,2.4,75
Private room,145,1,16,2,338
Entire home/apt,180,14,1,0.2,365
Private room,68,7,0,,147
Entire home/apt,175,5,12,0.7,245
Private room,95,2,75,2.7,103
Private room,200,1,3,0.3,365
Private room,96,1,4,1.5,362
Entire home/apt,500,1,32,0.9,290
Entire home/apt,249,3,64,1.8,365
Entire home/apt,250,1,2,0.2,282
Entire home/apt,110,3,4,2.4,247
Shared room,40,1,0,,358
Private room,130,2,39,1.9,355
Entire home/apt,257,2,1,0.1,321
Entire home/apt,229,1,6,0.6,365
Private room,89,4,7,0.3,256
Entire home/apt,480,1,45,1.5,348
Private room,125,1,0,,227
Entire home/apt,140,3,1,0.1,42
Private room,200,1,3,0.1,365
Private room,95,4,4,0.2,258
Entire home/apt,175,1,0,,362
Entire home/apt,124,1,6,6,46
Entire home/apt,143,2,20,3.9,281
Private room,450,1,0,,365
Entire home/apt,95,3,2,0.6,285
Entire home/apt,260,1,4,1,354
Entire home/apt,221,1,0,,359
Private room,127,1,0,,365
Entire home/apt,165,1,5,0.5,18
Entire home/apt,395,1,0,,360
Shared room,45,1,0,,365
Entire home/apt,130,1,124,5.9,288
Entire home/apt,200,3,45,1.3,14
Entire home/apt,95,3,10,3.4,260
Entire home/apt,135,4,1,0.1,6
Entire home/apt,250,3,5,0.2,121
Entire home/apt,155,1,8,0.5,0
Private room,140,2,14,0.4,352
Entire home/apt,175,2,10,1,135
Entire home/apt,120,3,29,1,249
Entire home/apt,175,5,32,0.9,281
Entire home/apt,165,1,118,4.4,309
Private room,215,3,44,1.3,354
Entire home/apt,320,2,0,,358
Private room,65,7,12,0.2,365
Shared room,50,5,7,0.9,365
Entire home/apt,295,2,43,1.5,303
Entire home/apt,175,2,13,1.1,109
Entire home/apt,750,3,0,,234
Entire home/apt,210,5,106,4.2,317
Private room,125,1,0,,83
Entire home/apt,140,1,5,1.3,347
Shared room,75,1,19,0.9,364
Entire home/apt,185,4,3,0.1,240
Entire home/apt,189,3,1,0.5,176
Entire home/apt,120,2,15,0.6,241
Entire home/apt,210,1,33,1.4,358
Private room,107,1,22,1.1,326
Entire home/apt,550,2,1,0,198
Private room,165,5,0,,344
Entire home/apt,179,3,12,1.2,352
Entire home/apt,245,1,16,1.6,342
Shared room,40,4,7,0.3,347
Private room,90,1,0,,7
Private room,180,2,0,,337
Private room,109,2,38,1.4,257
Entire home/apt,170,3,5,0.6,213
Shared room,43,1,63,1.6,185
Entire home/apt,139,3,0,,226
Entire home/apt,790,1,0,,323
Shared room,43,1,116,2.3,158
Entire home/apt,200,1,0,,341
Entire home/apt,150,3,1,0.1,138
Private room,109,4,127,2.4,324
Entire home/apt,179,5,6,1.6,359
Entire home/apt,350,1,10,0.7,349
Private room,55,1,2,2,175
Entire home/apt,155,2,93,2.6,336
Private room,75,1,5,1,0
Entire home/apt,225,3,0,,4
Entire home/apt,110,2,0,,17
Private room,230,1,3,0.3,365
Private room,63,30,107,2,264
Private room,100,1,0,,338
Private room,125,1,5,0.5,365
Entire home/apt,145,4,30,1.2,30
Entire home/apt,129,3,4,0.3,80
Entire home/apt,500,5,0,,123
Entire home/apt,199,2,1,0.4,67
Entire home/apt,145,3,73,1.7,332
Entire home/apt,800,4,5,0.1,72
Entire home/apt,164,4,9,0.6,290
Shared room,49,1,7,7,242
Entire home/apt,250,2,13,0.4,146
Entire home/apt,210,1,0,,278
Entire home/apt,350,5,6,0.6,27
Private room,130,3,51,1.1,365
Entire home/apt,170,3,147,3.9,296
Entire home/apt,150,2,4,3.1,104
Entire home/apt,430,1,8,1.1,222
Entire home/apt,275,5,3,0.1,128
Entire home/apt,150,2,0,,82
Entire home/apt,165,2,67,3.6,153
Entire home/apt,199,3,30,1.5,329
Entire home/apt,219,1,56,3.6,133
Entire home/apt,115,1,2,2,307
Private room,120,1,0,,344
Entire home/apt,75,4,6,0.6,142
Entire home/apt,225,1,2,0.3,157
Entire home/apt,140,2,34,2.2,341
Shared room,55,7,0,,365
Entire home/apt,199,3,1,0.5,201
Entire home/apt,155,2,1,0.2,356
Private room,88,1,0,,213
Private room,105,1,5,0.3,121
Entire home/apt,175,2,3,0.1,212
Entire home/apt,239,2,7,2.4,281
Entire home/apt,95,30,3,0.3,267
Entire home/apt,300,30,59,2.3,260
Private room,99,3,1,0.1,304
Entire home/apt,200,1,34,6.3,250
Private room,90,1,217,7.2,271
Entire home/apt,150,1,7,0.2,153
Private room,100,7,0,,365
Private room,140,1,0,,287
Shared room,10000,1,0,,365
Entire home/apt,209,2,13,2.2,282
Entire home/apt,600,3,8,0.3,365
Private room,99,2,65,3.3,75
Private room,250,1,23,0.7,335
Entire home/apt,180,2,26,3.9,6
Private room,400,1,2,1.9,292
Entire home/apt,200,1,1,1,9
Entire home/apt,220,5,2,0.2,303
Entire home/apt,185,3,8,1,344
Private room,145,1,61,1.8,359
Entire home/apt,197,4,43,0.9,362
Private room,125,3,5,0.1,0
Private room,95,1,19,0.5,340
Entire home/apt,299,3,0,,56
Shared room,40,1,0,,361
Private room,60,3,0,,129
Entire home/apt,250,3,10,0.6,123
Entire home/apt,230,3,16,0.3,239
Private room,98,1,138,4.3,316
Entire home/apt,205,4,9,1.7,278
Private room,120,1,124,3.9,109
Private room,240,1,3,0.2,322
Entire home/apt,145,2,35,1,0
Private room,98,2,49,1.4,308
Private room,68,2,7,4.4,338
Entire home/apt,159,1,97,4.2,315
Entire home/apt,110,3,0,,27
Entire home/apt,295,2,7,0.3,189
Entire home/apt,172,20,13,1.2,36
Entire home/apt,195,1,5,1.3,208
Entire home/apt,200,2,10,1,177
Private room,70,4,15,0.5,123
Shared room,90,1,0,,234
Entire home/apt,200,2,8,3.4,222
Private room,120,3,63,1.5,122
Entire home/apt,389,3,7,0.4,135
Entire home/apt,300,3,18,2.4,322
Entire home/apt,198,2,1,1,5
Entire home/apt,199,1,4,0.1,121
Entire home/apt,125,2,1,0.6,232
Private room,200,1,0,,174
Entire home/apt,1000,2,3,0.1,365
Entire home/apt,245,2,5,0.2,34
Entire home/apt,205,2,9,0.4,185
Entire home/apt,550,1,0,,130
Private room,65,1,2,1.4,95
Private room,115,3,0,,93
Entire home/apt,125,5,49,2.6,72
Entire home/apt,225,2,87,2.7,335
Entire home/apt,249,3,14,1.8,41
Private room,69,5,28,1,270
Private room,91,1,4,0.1,307
Private room,120,1,0,,268
Entire home/apt,275,3,0,,180
Entire home/apt,425,4,0,,20
Entire home/apt,359,2,27,0.7,221
Entire home/apt,175,3,86,3.7,305
Entire home/apt,2000,2,6,0.3,334
Entire home/apt,175,3,2,2,268
Entire home/apt,270,3,3,0.2,240
Private room,119,4,28,1.3,299
Entire home/apt,250,1,13,0.5,267
Entire home/apt,125,1,0,,226
Entire home/apt,145,4,8,2.2,5
Entire home/apt,1500,1,0,,365
Entire home/apt,165,2,17,0.7,92
Entire home/apt,590,7,32,1.6,308
Private room,119,2,0,,265
Entire home/apt,239,4,41,2.9,288
Entire home/apt,175,7,3,0.1,133
Private room,90,2,70,1.5,295
Entire home/apt,1500,2,6,1.2,353
Entire home/apt,150,3,0,,1
Entire home/apt,200,1,5,0.2,212
Entire home/apt,150,2,0,,332
Private room,125,1,0,,245
Entire home/apt,400,2,0,,0
Entire home/apt,220,1,0,,364
Private room,105,5,24,1.3,69
Private room,100,1,0,,13
Entire home/apt,124,4,21,0.7,65
Entire home/apt,175,1,0,,279
Private room,162,1,1,1,365
Entire home/apt,250,3,8,0.8,263
Private room,59,1,12,4.7,135
Entire home/apt,229,1,11,0.5,189
Private room,130,2,67,2.9,350
Private room,100,1,7,0.9,265
Private room,125,2,2,0.7,69
Entire home/apt,250,2,3,0.3,359
Private room,135,1,1,0.1,190
Private room,165,1,0,,365
Entire home/apt,165,2,11,1.3,27
Entire home/apt,200,1,0,,123
Entire home/apt,180,6,3,0.3,121
Private room,80,2,17,2,189
Private room,150,1,0,,0
Private room,99,2,79,5.3,269
Entire home/apt,149,2,30,4,343
Entire home/apt,495,7,2,0.2,62
Private room,250,1,12,0.5,320
Private room,120,2,0,,97
Private room,43,3,10,2.1,151
Entire home/apt,450,4,5,0.7,30
Entire home/apt,385,3,2,0.5,79
Private room,120,1,0,,365
Private room,79,1,2,0.2,349
Entire home/apt,240,2,2,1.7,339
Private room,120,1,2,2,356
Private room,245,1,10,0.2,230
Entire home/apt,360,1,12,0.6,365
Entire home/apt,205,2,39,2.8,138
Entire home/apt,215,4,49,2.6,340
Private room,68,3,59,2.5,238
Private room,150,1,1,0.7,282
Entire home/apt,250,3,22,0.7,356
Entire home/apt,140,2,77,14.8,223
Entire home/apt,100,1,81,3.1,207
Private room,150,1,0,,342
Entire home/apt,165,2,128,3.6,293
Private room,77,1,78,3.5,327
Private room,90,2,57,2.5,298
Entire home/apt,120,1,4,0.7,0
Private room,190,1,0,,229
Entire home/apt,210,4,45,2.3,307
Entire home/apt,220,2,4,0.3,0
Entire home/apt,300,5,2,1.5,350
Private room,60,3,70,2.5,290
Entire home/apt,285,2,5,0.4,3
Entire home/apt,435,2,6,0.4,221
Private room,129,1,13,1.1,322
Private room,105,2,1,0.1,262
Private room,85,2,32,1.5,43
Entire home/apt,192,2,52,1.2,250
Entire home/apt,200,21,0,,338
Private room,80,1,0,,31
Entire home/apt,170,3,6,0.4,188
Entire home/apt,399,3,67,1.9,243
Private room,130,1,0,,140
Private room,110,2,42,5.2,296
Private room,125,28,37,1.5,201
Private room,100,1,16,2.2,292
Entire home/apt,165,2,0,,0
Entire home/apt,295,2,12,1.5,160
Private room,90,1,91,2.8,343
Entire home/apt,300,3,93,5.9,312
Entire home/apt,235,2,18,0.9,193
Entire home/apt,180,2,9,1.3,3
Private room,125,1,0,,2
Entire home/apt,100,2,115,4.2,205
Private room,85,2,128,2.9,280
Entire home/apt,520,1,0,,262
Entire home/apt,225,3,4,0.3,223
Entire home/apt,170,2,11,5.7,177
Entire home/apt,189,2,5,0.6,335
Entire home/apt,175,1,36,1.8,0
Private room,146,3,5,0.5,365
Entire home/apt,175,2,1,0.1,198
Private room,220,2,36,0.8,365
Entire home/apt,350,1,2,2,56
Entire home/apt,190,3,163,3.5,37
Entire home/apt,299,4,0,,244
Private room,95,1,6,1.3,222
Entire home/apt,180,1,14,0.5,248
Entire home/apt,110,14,1,0,245
Entire home/apt,160,1,2,0.2,121
Entire home/apt,150,3,5,0.5,337
Private room,100,1,0,,308
Entire home/apt,149,3,2,0.2,239
Private room,100,2,57,2.4,257
Private room,160,30,21,0.8,327
Entire home/apt,199,4,57,1.3,132
Entire home/apt,125,3,33,1.7,208
Entire home/apt,125,1,3,0.3,0
Entire home/apt,200,3,0,,63
Entire home/apt,150,4,23,0.5,309
Entire home/apt,180,2,34,1,211
Entire home/apt,184,3,10,0.8,197
Entire home/apt,150,5,0,,86
Entire home/apt,125,3,38,1.6,178
Private room,125,2,150,4.2,70
Entire home/apt,185,4,6,0.5,301
Entire home/apt,205,6,37,1.7,226
Private room,148,14,7,0.4,365
Entire home/apt,169,3,0,,13
Private room,130,2,89,2.6,233
Entire home/apt,225,3,135,3.2,331
Entire home/apt,118,3,6,3.8,4
Private room,139,1,19,0.8,277
Private room,135,1,0,,131
Entire home/apt,190,1,0,,120
Entire home/apt,209,1,0,,356
Private room,99,1,13,1.5,124
Entire home/apt,200,5,0,,245
Entire home/apt,129,2,12,0.5,148
Entire home/apt,219,3,30,1.4,248
Entire home/apt,131,3,20,2.9,51
Entire home/apt,185,1,0,,295
Private room,130,2,43,1.3,365
Entire home/apt,160,2,17,3.6,252
Entire home/apt,270,3,1,1,158
Private room,75,1,0,,143
Entire home/apt,190,4,3,0.2,161
Private room,124,1,3,1.3,339
Private room,159,1,28,1.5,124
Entire home/apt,250,30,1,0.2,278
Shared room,65,1,0,,337
Entire home/apt,675,1,6,0.2,365
Private room,124,4,57,2.4,315
Private room,120,3,57,2.7,0
Entire home/apt,499,4,16,0.6,358
Entire home/apt,190,2,4,1.7,295
Entire home/apt,125,7,1,0.1,196
Entire home/apt,300,1,0,,43
Private room,90,1,1,0.1,315
Private room,110,2,10,1.5,228
Entire home/apt,150,30,28,0.8,202
Private room,175,1,6,1.8,334
Entire home/apt,250,2,11,1.3,175
Entire home/apt,131,7,4,0.2,249
Private room,125,2,92,2,270
Private room,79,3,2,1.5,39
Entire home/apt,325,1,5,0.5,361
Private room,195,2,1,1,350
Entire home/apt,229,3,46,2.2,261
Entire home/apt,199,2,4,1,225
Private room,60,1,17,0.6,355
Private room,120,3,19,1,291
Entire home/apt,169,2,11,0.7,123
Private room,85,2,75,4.4,125
Private room,250,31,13,1.1,345
Entire home/apt,475,4,0,,337
